,editing_1_38,editing_1_39,editing_1_40,editing_1_41,editing_1_42
1132,1,1,1,1,NA
1133,1,1,1,1,NA
1134,0,1,1,1,NA
1135,1,1,1,1,NA
1136,0,1,1,1,NA
1137,1,1,1,1,NA
1138,1,0,1,1,NA
1139,1,1,1,1,NA
1140,1,1,1,1,NA
1141,1,1,1,1,NA
1142,1,1,0,1,NA
1143,1,1,1,1,NA
1144,1,1,1,1,NA
1145,1,1,1,1,NA
1146,1,1,1,1,NA
1147,1,1,1,1,NA
1148,0,1,1,1,NA
1149,1,1,1,1,NA
1150,1,1,1,1,NA
1151,1,1,1,1,NA
1152,0,1,1,1,NA
1153,1,1,1,1,NA
1154,1,1,1,1,NA
1155,0,1,1,1,NA
1156,1,1,1,0,NA
1157,1,1,1,1,NA
1158,1,1,1,0,NA
1159,1,1,1,1,NA
1160,1,1,1,1,NA
1161,1,1,1,1,NA
1162,1,0,1,1,NA
1163,0,1,1,1,NA
1164,1,1,1,1,NA
1165,1,1,1,1,NA
1166,0,1,1,1,NA
1167,1,1,1,1,NA
1168,1,1,1,1,NA
1169,1,1,1,1,NA
1170,1,1,1,1,NA
1171,0,0,1,1,NA
1172,0,0,0,0,NA
1173,1,1,1,1,NA
1174,1,1,1,1,NA
1175,0,0,0,0,NA
1176,1,1,1,1,NA
1177,1,1,1,1,NA
1178,1,0,0,1,NA
1179,1,1,1,1,NA
1180,0,1,0,1,NA
1181,0,1,1,1,NA
1182,1,1,1,1,NA
1183,1,0,0,1,NA
1184,1,0,1,0,NA
1185,1,1,1,1,NA
1186,1,1,1,1,NA
1187,0,0,1,0,NA
1188,1,1,1,1,NA
1189,1,1,1,1,NA
1190,0,1,1,1,NA
1191,0,0,1,1,NA
1192,1,1,1,1,NA
1193,0,0,0,1,NA
1194,1,1,1,1,NA
1195,1,1,1,1,NA
1196,1,1,0,1,NA
1197,0,1,1,1,NA
1198,0,1,0,1,NA
1199,0,0,0,1,NA
1200,1,1,1,1,NA
1201,1,1,1,1,NA
1202,1,1,0,1,NA
1203,0,0,0,1,NA
1204,1,1,1,1,NA
1205,1,1,1,1,NA
1206,1,1,1,1,NA
1207,1,1,1,1,NA
1208,1,1,1,1,NA
1209,1,1,1,1,NA
1210,0,1,1,1,NA
1211,1,0,1,1,NA
1212,1,1,1,1,NA
1213,1,1,1,0,NA
1214,0,1,1,1,NA
1215,0,0,0,1,NA
1216,1,1,1,0,NA
1217,0,1,1,1,NA
1218,1,0,1,1,NA
1219,0,0,0,1,NA
1220,1,1,1,0,NA
1221,1,1,1,1,NA
1222,0,1,1,1,NA
1223,1,1,1,0,NA
1224,0,1,0,1,NA
1225,1,1,1,1,NA
1226,1,1,1,0,NA
1227,0,0,1,1,NA
1228,1,1,1,1,NA
1229,0,1,1,1,NA
1230,1,1,1,1,NA
1231,0,1,1,1,NA
1232,1,1,1,1,NA
1233,0,0,1,1,NA
1234,1,1,1,1,NA
1235,0,0,0,1,NA
1236,1,1,1,1,NA
1237,1,1,1,1,NA
1238,1,1,1,1,NA
1239,1,1,1,1,NA
1240,0,0,0,0,NA
1241,1,0,0,1,NA
1242,1,0,1,1,NA
1243,1,1,1,0,NA
1244,1,1,1,1,NA
1245,0,1,1,1,NA
1246,0,1,1,1,NA
1247,0,0,0,1,NA
1248,1,1,1,1,NA
1249,0,0,1,1,NA
1250,1,1,1,1,NA
1251,1,1,1,1,NA
1252,1,1,1,1,NA
1253,0,0,1,1,NA
1254,1,1,1,1,NA
1255,0,1,1,1,NA
1256,0,0,1,0,NA
1257,1,1,1,1,NA
1258,0,1,1,1,NA
1259,0,1,1,1,NA
1260,0,1,1,0,NA
1261,1,1,1,1,NA
1262,1,0,0,1,NA
1263,0,0,1,0,NA
1264,1,1,1,0,NA
1265,1,1,1,1,NA
1266,1,1,0,1,NA
1267,1,0,0,0,NA
1268,1,1,1,1,NA
1269,1,1,1,1,NA
1270,1,1,0,1,NA
1271,0,0,1,0,NA
1272,1,1,1,1,NA
1273,0,1,0,0,NA
1274,0,0,0,1,NA
1275,0,0,0,0,NA
1276,1,1,1,1,NA
1277,0,1,0,0,NA
1278,0,1,1,0,NA
1279,1,1,1,1,NA
1280,0,1,1,1,NA
1281,0,0,1,1,NA
1282,1,0,0,0,NA
1283,0,0,1,1,NA
1284,1,1,0,1,NA
1285,0,0,1,1,NA
1286,1,1,1,1,NA
1287,1,1,1,1,NA
1288,1,1,1,1,NA
1289,1,1,1,1,NA
1290,0,0,1,1,NA
1291,0,1,1,1,NA
1292,1,1,0,1,NA
1293,0,0,1,1,NA
1294,1,1,1,1,NA
1295,1,1,1,1,NA
1296,1,1,1,1,NA
1297,1,1,0,0,NA
1298,1,1,1,1,NA
1299,0,1,0,0,NA
1300,1,1,1,1,NA
1301,1,0,1,1,NA
1302,0,0,1,1,NA
1303,0,1,0,1,NA
1304,0,0,1,1,NA
1305,1,1,1,1,NA
1306,1,1,1,1,NA
1307,0,0,1,0,NA
1308,1,0,1,1,NA
1309,0,0,1,1,NA
1310,0,1,0,1,NA
1311,1,1,0,1,NA
1312,1,1,1,0,NA
1313,1,1,0,1,NA
1314,1,0,1,0,NA
1315,0,1,1,1,NA
1316,1,1,0,1,NA
1317,1,0,1,1,NA
1318,1,1,1,1,NA
1319,0,1,1,1,NA
1320,1,1,1,1,NA
1321,1,1,1,1,NA
1322,1,1,1,1,NA
1323,1,1,1,1,NA
1324,1,1,0,0,NA
1325,1,1,1,1,NA
1326,1,1,1,0,NA
1327,1,1,1,1,NA
1328,1,1,0,1,NA
1329,0,1,1,1,NA
1330,1,1,1,1,NA
1331,1,1,0,1,NA
1332,1,1,1,1,NA
1333,1,1,0,1,NA
1334,1,1,1,1,NA
1335,0,1,1,0,NA
1336,1,0,0,1,NA
1337,0,1,1,1,NA
1338,1,1,1,1,NA
1339,0,1,1,1,NA
1340,1,1,1,1,NA
1341,1,1,1,1,NA
1342,1,1,1,1,NA
1343,0,1,1,1,NA
1344,1,1,1,1,NA
1345,1,0,1,0,NA
1346,0,0,0,1,NA
1347,0,1,1,0,NA
1348,1,1,1,1,NA
1349,1,1,0,1,NA
1350,1,1,1,1,NA
1351,0,0,0,1,NA
1352,0,1,1,1,NA
1353,1,1,1,1,NA
1354,0,0,0,0,NA
1355,1,1,1,1,NA
1356,1,1,1,1,NA
1357,1,1,1,1,NA
1358,1,1,1,1,NA
1359,1,1,1,1,NA
1360,1,1,1,1,NA
1361,1,1,1,1,NA
1362,1,1,1,0,NA
1363,1,1,1,0,NA
1364,1,0,0,1,NA
1365,1,1,1,1,NA
1366,1,1,1,1,NA
1367,0,1,0,1,NA
1368,1,0,1,1,NA
1369,1,1,1,1,NA
1370,1,1,1,1,NA
1371,0,0,1,1,NA
1372,0,0,0,1,NA
1373,0,0,1,1,NA
1374,0,0,0,1,NA
1375,1,1,1,1,NA
1376,1,1,1,1,NA
1377,0,0,0,0,NA
1378,1,0,0,1,NA
1379,1,1,1,1,NA
1380,0,0,1,0,NA
1381,1,0,1,1,NA
1382,0,0,1,1,NA
1383,0,0,1,1,NA
1384,0,0,0,0,NA
1385,0,0,0,0,NA
1386,0,0,0,1,NA
1387,0,0,1,1,NA
1388,0,0,0,1,NA
1389,0,1,1,1,NA
1390,1,0,0,1,NA
1391,0,0,0,0,NA
1392,1,1,1,1,NA
1393,0,0,0,1,NA
1394,0,0,0,1,NA
1395,1,1,1,1,NA
1396,0,0,1,1,NA
1397,0,0,1,1,NA
1398,0,0,1,1,NA
1399,1,0,1,1,NA
1400,1,1,1,1,NA
1401,1,1,0,1,NA
1402,1,0,0,1,NA
1403,1,1,1,1,NA
1404,1,1,0,1,NA
1405,1,1,1,1,NA
1406,0,0,1,0,NA
1407,0,0,1,1,NA
1408,0,0,0,0,NA
1409,0,0,0,0,NA
1410,1,1,1,1,NA
1411,0,1,1,1,NA
1412,0,1,0,1,NA
1413,0,1,1,0,NA
1414,0,1,1,0,NA
1415,1,1,1,1,NA
1416,1,1,1,1,NA
1417,1,0,1,1,NA
1418,1,0,1,1,NA
1419,0,0,1,1,NA
1420,1,1,1,1,NA
1421,1,1,1,1,NA
1422,0,1,0,1,NA
1423,1,1,1,1,NA
1424,1,1,1,1,NA
1425,1,1,1,1,NA
1426,0,0,0,1,NA
1427,1,0,1,1,NA
1428,0,0,1,1,NA
1429,1,1,0,1,NA
1430,1,1,1,1,NA
1431,0,0,0,1,NA
1432,0,0,0,1,NA
1433,0,0,1,1,NA
1434,1,1,1,1,NA
1435,0,1,1,1,NA
1436,1,1,1,1,NA
1437,1,1,1,1,NA
1438,0,0,1,1,NA
1439,1,1,1,1,NA
1440,0,0,1,1,NA
1441,1,1,1,1,NA
1442,1,0,1,1,NA
1443,1,1,1,1,NA
1444,0,0,1,1,NA
1445,1,0,0,1,NA
1446,0,1,1,1,NA
1447,1,1,1,1,NA
1448,1,1,1,1,NA
1449,0,0,1,0,NA
1450,1,1,1,1,NA
1451,0,0,0,1,NA
1452,0,1,1,1,NA
1453,1,1,1,1,NA
1454,0,0,1,1,NA
1455,0,1,1,1,NA
1456,0,0,0,1,NA
1457,1,1,1,0,NA
1458,1,0,0,1,NA
1459,0,1,0,1,NA
1460,1,1,1,1,NA
1461,0,1,1,1,NA
1462,0,0,0,0,NA
1463,0,0,0,1,NA
1464,0,0,1,0,NA
1465,1,1,0,0,NA
1466,1,0,1,1,NA
1467,1,1,1,1,NA
1468,0,0,1,1,NA
1469,0,0,1,1,NA
1470,0,1,0,1,NA
1471,0,0,0,1,NA
1472,1,1,0,1,NA
1473,1,1,1,1,NA
1474,0,0,0,1,NA
1475,0,0,0,0,NA
1476,0,0,0,0,NA
1477,0,0,0,1,NA
1478,0,0,1,0,NA
1479,0,0,1,1,NA
1480,0,0,1,1,NA
1481,1,0,0,0,NA
1482,0,0,0,1,NA
1483,1,1,1,1,NA
1484,0,1,0,1,NA
1485,1,0,0,1,NA
1486,0,0,0,1,NA
1487,0,0,1,1,NA
1488,1,0,1,1,NA
1489,0,0,1,1,NA
1490,1,1,1,1,NA
1491,0,1,1,1,NA
1492,0,0,0,0,NA
1493,1,0,1,1,NA
1494,1,0,0,1,NA
1495,0,0,0,0,NA
1496,1,0,1,1,NA
1497,0,0,0,1,NA
1498,1,0,1,0,NA
1499,1,1,1,1,NA
1500,0,1,0,1,NA
1501,0,0,0,0,NA
1502,1,1,1,1,NA
1503,0,0,0,0,NA
1504,1,1,1,1,NA
1505,1,1,0,1,NA
1506,0,1,1,1,NA
1507,1,0,1,1,NA
1508,0,1,1,1,NA
1509,1,1,1,1,NA
1510,1,1,1,1,NA
1511,1,1,0,1,NA
1512,1,1,1,1,NA
1513,0,1,1,1,NA
1514,0,0,1,1,NA
1515,1,1,0,0,NA
1516,0,1,1,0,NA
1517,1,0,1,1,NA
1518,0,0,1,1,NA
1519,1,1,0,1,NA
1520,1,1,1,1,NA
1521,1,1,1,1,NA
1522,0,0,1,1,NA
1523,0,0,1,1,NA
1524,1,1,1,1,NA
1525,1,1,1,1,NA
1526,1,1,1,1,NA
1527,0,0,0,0,NA
1528,0,0,0,0,NA
1529,1,1,1,1,NA
1530,0,1,0,1,NA
1531,0,1,1,1,NA
1532,1,1,1,1,NA
1533,1,1,1,1,NA
1534,1,0,1,1,NA
1535,0,0,0,1,NA
1536,0,0,1,1,NA
1537,0,1,1,1,NA
1538,0,0,1,1,NA
1539,0,0,1,1,NA
1540,1,1,1,1,NA
1541,0,0,1,0,NA
1542,0,0,0,1,NA
1543,0,0,0,1,NA
1544,0,1,1,1,NA
1545,1,1,1,1,NA
1546,1,1,1,1,NA
1547,0,0,1,1,NA
1548,1,1,1,1,NA
1549,0,0,0,1,NA
1550,0,1,1,1,NA
1551,0,1,0,1,NA
1552,1,1,1,1,NA
1553,1,1,1,1,NA
1554,0,0,1,1,NA
1555,0,1,1,1,NA
1556,0,0,0,1,NA
1557,0,1,0,1,NA
1558,0,0,1,1,NA
1559,1,1,0,1,NA
1560,0,1,1,1,NA
1561,1,1,1,1,NA
1562,0,0,0,0,NA
1563,1,0,1,1,NA
1564,0,0,1,1,NA
1565,1,1,1,1,NA
1566,1,1,1,1,NA
1567,0,0,0,1,NA
1568,0,0,1,1,NA
1569,1,0,1,1,NA
1570,1,0,0,1,NA
1571,1,1,1,1,NA
1572,1,1,1,1,NA
1573,1,0,1,1,NA
1574,0,1,0,0,NA
1575,1,0,1,1,NA
1576,1,0,1,1,NA
1577,1,1,0,1,NA
1578,1,1,1,1,NA
1579,0,1,1,1,NA
1580,0,1,1,1,NA
1581,0,0,1,0,NA
1582,0,0,0,1,NA
1583,0,0,0,0,NA
1584,1,1,1,1,NA
1585,0,0,0,1,NA
1586,1,1,1,1,NA
1587,1,1,1,1,NA
1588,1,1,0,1,NA
1589,0,0,1,0,NA
1590,1,1,1,1,NA
1591,1,1,1,1,NA
1592,0,0,1,1,NA
1593,0,0,1,1,NA
1594,0,0,1,1,NA
1595,1,1,1,1,NA
1596,1,1,1,1,NA
1597,1,1,1,1,NA
1598,1,1,1,1,NA
1599,1,1,1,1,NA
1600,1,1,1,1,NA
1601,1,1,1,1,NA
1602,0,1,1,1,NA
1603,0,0,0,0,NA
1604,1,0,1,1,NA
1605,0,0,1,1,NA
1606,1,0,1,1,NA
1607,0,0,1,0,NA
1608,1,1,1,1,NA
1609,1,0,1,1,NA
1610,1,1,1,1,NA
1611,0,1,1,1,NA
1612,1,0,1,1,NA
1613,1,1,1,1,NA
1614,0,1,1,0,NA
1615,1,1,1,1,NA
1616,0,1,1,1,NA
1617,0,1,1,0,NA
1618,1,1,1,1,NA
1619,0,0,1,1,NA
1620,1,1,1,1,NA
1621,1,1,0,1,NA
1622,1,1,1,1,NA
1623,1,1,1,1,NA
1624,1,1,1,1,NA
1625,1,0,0,1,NA
1626,0,1,1,1,NA
1627,1,1,0,1,NA
1628,1,1,0,1,NA
1629,0,0,0,0,NA
1630,1,1,1,1,NA
1631,0,0,1,1,NA
1632,1,1,1,1,NA
1633,1,1,1,1,NA
1634,1,1,1,0,NA
1635,0,0,1,1,NA
1636,1,1,1,1,NA
1637,0,1,1,1,NA
1638,1,1,1,1,NA
1639,1,1,1,1,NA
1640,1,1,1,1,NA
1641,1,1,1,1,NA
1642,0,1,1,1,NA
1643,1,0,1,1,NA
1644,0,0,0,1,NA
1645,1,1,1,1,NA
1646,0,0,1,1,NA
1647,1,1,1,1,NA
1648,1,0,1,0,NA
1649,1,1,1,1,NA
1650,1,1,0,1,NA
1651,0,0,1,1,NA
1652,1,0,1,1,NA
1653,1,1,1,1,NA
1654,0,0,0,0,NA
1655,1,1,1,1,NA
1656,1,1,1,1,NA
1657,1,1,1,1,NA
1658,0,0,1,1,NA
1659,1,1,1,1,NA
1660,1,0,1,1,NA
1661,1,0,1,1,NA
1662,0,0,1,1,NA
1663,1,1,0,1,NA
1664,1,1,1,1,NA
1665,1,1,1,1,NA
1666,1,1,1,1,NA
1667,1,1,1,1,NA
1668,1,1,1,1,NA
1669,1,1,1,1,NA
1670,1,1,1,1,NA
1671,0,0,1,1,NA
1672,1,0,1,0,NA
1673,1,1,1,1,NA
1674,1,1,1,1,NA
1675,1,0,1,1,NA
1676,1,1,1,1,NA
1677,1,1,1,1,NA
1678,1,1,1,1,NA
1679,1,1,1,1,NA
1680,1,0,1,1,NA
1681,0,1,1,0,NA
1682,1,1,1,1,NA
1683,1,1,1,1,NA
1684,1,1,1,1,NA
1685,1,1,1,1,NA
1686,1,0,1,1,NA
1687,1,1,1,1,NA
1688,1,1,1,1,NA
1689,1,1,0,1,NA
1690,1,1,1,1,NA
1691,1,1,1,1,NA
1692,1,1,1,1,NA
1693,1,1,1,1,NA
1694,1,1,1,1,NA
1695,1,0,1,1,NA
1696,1,1,1,1,NA
1697,1,1,1,1,NA
1698,1,1,1,1,NA
1699,1,1,1,1,NA
1700,1,1,1,1,NA
1701,1,1,1,1,NA
1702,0,0,1,1,NA
1703,1,1,1,1,NA
1704,1,1,1,1,NA
1705,1,1,1,1,NA
1706,1,1,1,1,NA
1707,1,1,1,1,NA
1708,0,1,1,1,NA
1709,1,0,1,0,NA
1710,1,1,1,1,NA
1711,0,0,1,0,NA
1712,0,0,1,1,NA
1713,0,1,1,1,NA
1714,1,0,1,1,NA
1715,1,1,1,1,NA
1716,1,1,1,1,NA
1717,1,1,0,1,NA
1718,1,1,1,1,NA
1719,1,1,0,1,NA
1720,0,1,1,1,NA
1721,1,1,1,1,NA
1722,0,0,1,0,NA
1723,0,0,1,0,NA
1724,1,0,1,1,NA
1725,1,0,1,1,NA
1726,1,1,1,1,NA
1727,1,1,1,1,NA
1728,1,1,1,1,NA
1729,0,1,1,1,NA
1730,1,1,1,1,NA
1731,1,0,1,1,NA
1732,0,0,1,0,NA
1733,0,0,1,1,NA
1734,1,1,1,1,NA
1735,1,1,1,1,NA
1736,0,1,1,1,NA
1737,1,1,1,1,NA
1738,1,1,1,1,NA
1739,1,1,1,1,NA
1740,1,1,1,1,NA
1741,1,1,1,1,NA
1742,1,1,1,1,NA
1743,1,1,1,1,NA
1744,1,1,1,1,NA
1745,1,0,1,1,NA
1746,1,1,1,1,NA
1747,0,0,0,1,NA
1748,1,1,1,1,NA
1749,1,1,1,1,NA
1750,1,1,1,1,NA
1751,1,1,1,1,NA
1752,1,1,1,1,NA
1753,0,0,1,1,NA
1754,1,1,1,1,NA
1755,0,1,0,1,NA
1756,1,1,1,1,NA
1757,0,0,0,1,NA
1758,1,1,1,1,NA
1759,0,1,1,1,NA
1760,1,1,1,1,NA
1761,0,1,1,1,NA
1762,1,1,1,1,NA
1763,1,1,1,1,NA
1764,1,1,1,1,NA
1765,1,1,1,1,NA
1766,1,1,1,1,NA
1767,1,1,1,1,NA
1768,1,1,1,1,NA
1769,1,1,1,1,NA
1770,0,0,1,1,NA
1771,1,1,1,1,NA
1772,1,1,1,1,NA
1773,1,1,1,1,NA
1774,1,1,1,1,NA
1775,0,1,1,1,NA
1776,1,1,1,1,NA
1777,1,1,1,1,NA
1778,1,0,1,1,NA
1779,1,1,1,1,NA
1780,1,1,1,1,NA
1781,1,1,1,1,NA
1782,1,1,1,1,NA
1783,1,1,0,1,NA
1784,1,1,0,1,NA
1785,1,1,1,1,NA
1786,1,1,0,0,NA
1787,1,1,1,1,NA
1788,0,1,1,1,NA
1789,1,0,1,1,NA
1790,1,0,1,1,NA
1791,1,1,1,1,NA
1792,0,1,1,1,NA
1793,1,1,0,1,NA
1794,0,1,1,0,NA
1795,0,1,1,1,NA
1796,1,1,0,1,NA
1797,0,0,1,1,NA
1798,1,1,1,1,NA
1799,1,1,1,1,NA
1800,0,0,1,1,NA
1801,0,1,1,1,NA
1802,1,1,1,1,NA
1803,1,1,1,1,NA
1804,1,1,0,1,NA
1805,1,1,1,1,NA
1806,1,1,1,1,NA
1807,0,1,1,1,NA
1808,0,1,1,1,NA
1809,1,0,0,0,NA
1810,1,1,1,1,NA
1811,0,0,0,1,NA
1812,1,1,1,1,NA
1813,1,1,1,1,NA
1814,1,1,1,1,NA
1815,1,1,1,1,NA
1816,1,1,1,1,NA
1817,1,0,0,1,NA
1818,1,0,1,1,NA
1819,1,0,1,1,NA
1820,1,1,1,1,NA
1821,0,0,0,1,NA
1822,0,1,1,0,NA
1823,1,0,1,1,NA
1824,1,0,1,1,NA
1825,1,1,1,1,NA
1826,1,1,1,1,NA
1827,0,0,0,1,NA
1828,1,1,1,1,NA
1829,1,1,1,0,NA
1830,0,0,1,1,NA
1831,1,1,1,0,NA
1832,1,1,1,1,NA
1833,0,0,0,1,NA
1834,0,0,0,1,NA
1835,0,1,0,0,NA
1836,0,1,1,1,NA
1837,1,0,0,1,NA
1838,1,1,1,1,NA
1839,1,1,1,1,NA
1840,1,1,1,1,NA
1841,1,1,1,1,NA
1842,0,0,1,1,NA
1843,1,1,1,1,NA
1844,0,1,1,1,NA
1845,0,1,1,1,NA
1846,1,1,1,1,NA
1847,0,0,0,1,NA
1848,0,0,1,1,NA
1849,0,0,0,0,NA
1850,1,1,1,1,NA
1851,0,1,1,1,NA
1852,0,0,0,0,NA
1853,1,1,1,1,NA
1854,1,1,1,1,NA
1855,1,1,1,1,NA
1856,0,1,0,1,NA
1857,0,1,1,1,NA
1858,0,0,1,1,NA
1859,1,1,1,1,NA
1860,0,0,1,0,NA
1861,1,1,1,1,NA
1862,0,0,0,1,NA
1863,0,0,0,1,NA
1864,1,1,0,1,NA
1865,1,1,1,1,NA
1866,0,0,0,0,NA
1867,1,1,1,1,NA
1868,1,1,1,1,NA
1869,1,1,1,1,NA
1870,1,0,1,1,NA
1871,1,1,1,1,NA
1872,1,1,1,1,NA
1873,0,1,1,0,NA
1874,0,1,1,1,NA
1875,1,1,1,1,NA
1876,0,1,1,0,NA
1877,1,1,1,1,NA
1878,0,0,1,0,NA
1879,1,1,1,1,NA
1880,1,1,1,1,NA
1881,1,0,1,1,NA
1882,0,0,1,1,NA
1883,0,0,0,0,NA
1884,1,1,1,1,NA
1885,1,1,1,1,NA
1886,1,1,1,1,NA
1887,0,0,0,1,NA
1888,1,1,1,1,NA
1889,1,1,1,1,NA
1890,1,1,0,1,NA
1891,1,1,1,1,NA
1892,1,1,1,1,NA
1893,1,1,1,NA,NA
1894,0,0,1,NA,NA
1895,1,0,1,NA,NA
1896,0,0,0,NA,NA
1897,0,0,1,NA,NA
1898,0,0,0,NA,NA
1899,0,0,0,NA,NA
1900,1,0,1,NA,NA
1901,1,1,1,NA,NA
1902,0,0,1,NA,NA
1903,0,0,1,NA,NA
1904,0,0,1,NA,NA
1905,0,0,1,NA,NA
1906,0,0,1,NA,NA
1907,1,1,1,NA,NA
1908,1,1,1,NA,NA
1909,1,1,1,NA,NA
1910,0,0,0,NA,NA
1911,1,1,1,NA,NA
1912,1,0,1,NA,NA
1913,0,1,0,NA,NA
1914,0,1,1,NA,NA
1915,1,1,1,NA,NA
1916,1,1,1,NA,NA
1917,1,1,1,NA,NA
1918,1,1,1,NA,NA
1919,1,1,0,NA,NA
1920,1,1,1,NA,NA
1921,1,1,1,NA,NA
1922,1,1,1,NA,NA
1923,1,1,1,NA,NA
1924,1,1,1,NA,NA
1925,0,0,1,NA,NA
1926,0,1,1,NA,NA
1927,1,1,1,NA,NA
1928,1,1,1,NA,NA
1929,1,1,1,NA,NA
1930,0,0,1,NA,NA
1931,0,0,1,NA,NA
1932,1,0,1,NA,NA
1933,1,1,1,NA,NA
1934,1,0,1,NA,NA
1935,1,1,1,NA,NA
1936,0,1,1,NA,NA
1937,1,0,1,NA,NA
1938,1,1,1,NA,NA
1939,0,0,1,NA,NA
1940,0,0,1,NA,NA
1941,0,0,1,NA,NA
1942,0,1,1,NA,NA
1943,1,1,0,NA,NA
1944,1,0,0,NA,NA
1945,0,0,0,NA,NA
1946,0,0,0,NA,NA
1947,1,1,1,NA,NA
1948,1,1,1,NA,NA
1949,1,1,1,NA,NA
1950,0,0,1,NA,NA
1951,1,0,1,NA,NA
1952,1,1,1,NA,NA
1953,1,0,1,NA,NA
1954,1,1,1,NA,NA
1955,0,1,1,NA,NA
1956,1,0,1,NA,NA
1957,1,0,1,NA,NA
1958,1,1,1,NA,NA
1959,1,0,1,NA,NA
1960,0,0,1,NA,NA
1961,1,1,1,NA,NA
1962,0,0,0,NA,NA
1963,0,0,1,NA,NA
1964,1,1,1,NA,NA
1965,0,0,1,NA,NA
1966,0,0,0,NA,NA
1967,1,1,1,NA,NA
1968,1,1,1,NA,NA
1969,1,0,0,NA,NA
1970,0,1,1,NA,NA
1971,1,1,1,NA,NA
1972,0,1,1,NA,NA
1973,1,1,1,NA,NA
1974,1,1,1,NA,NA
1975,0,1,1,NA,NA
1976,1,1,1,NA,NA
1977,0,1,1,NA,NA
1978,1,0,1,NA,NA
1979,0,1,1,NA,NA
1980,1,1,1,NA,NA
1981,0,1,1,NA,NA
1982,1,1,1,NA,NA
1983,1,1,1,NA,NA
1984,1,1,1,NA,NA
1985,0,1,1,NA,NA
1986,1,1,1,NA,NA
1987,1,1,1,NA,NA
1988,0,1,1,NA,NA
1989,0,1,1,NA,NA
1990,1,1,1,NA,NA
1991,1,1,1,NA,NA
1992,1,1,1,NA,NA
1993,1,1,0,NA,NA
1994,1,0,1,NA,NA
1995,1,1,1,NA,NA
1996,0,1,1,NA,NA
1997,1,1,1,NA,NA
1998,1,1,1,NA,NA
1999,1,1,1,NA,NA
2000,1,1,1,NA,NA
2001,1,1,1,NA,NA
2002,1,1,1,NA,NA
2003,1,0,1,NA,NA
2004,1,1,1,NA,NA
2005,1,1,1,NA,NA
2006,1,1,1,NA,NA
2007,1,1,1,NA,NA
2008,1,1,1,NA,NA
2009,0,1,0,NA,NA
2010,1,1,1,NA,NA
2011,1,1,1,NA,NA
2012,1,0,1,NA,NA
2013,1,1,1,NA,NA
2014,1,1,1,NA,NA
2015,1,1,1,NA,NA
2016,0,1,1,NA,NA
2017,0,1,1,NA,NA
2018,1,1,1,NA,NA
2019,1,1,1,NA,NA
2020,1,1,1,NA,NA
2021,1,1,1,NA,NA
2022,1,1,1,NA,NA
2023,1,1,1,NA,NA
2024,1,1,1,NA,NA
2025,1,1,1,NA,NA
2026,1,0,1,NA,NA
2027,0,1,1,NA,NA
2028,1,1,1,NA,NA
2029,1,0,1,NA,NA
2030,1,1,1,NA,NA
2031,1,1,1,NA,NA
2032,1,1,1,NA,NA
2033,0,0,1,NA,NA
2034,1,1,1,NA,NA
2035,0,1,1,NA,NA
2036,1,1,1,NA,NA
2037,1,1,1,NA,NA
2038,0,1,1,NA,NA
2039,1,1,1,NA,NA
2040,0,1,1,NA,NA
2041,1,1,1,NA,NA
2042,1,1,1,NA,NA
2043,1,1,1,NA,NA
2044,1,1,1,NA,NA
2045,0,1,1,NA,NA
2046,1,1,1,NA,NA
2047,0,0,1,NA,NA
2048,1,1,1,NA,NA
2049,1,1,1,NA,NA
2050,1,1,1,NA,NA
2051,1,1,1,NA,NA
2052,1,1,1,NA,NA
2053,0,1,1,NA,NA
2054,0,1,1,NA,NA
2055,1,1,1,NA,NA
2056,1,1,1,NA,NA
2057,1,1,1,NA,NA
2058,0,1,1,NA,NA
2059,0,1,1,NA,NA
2060,1,1,1,NA,NA
2061,1,1,1,NA,NA
2062,1,1,1,NA,NA
2063,1,1,0,NA,NA
2064,1,1,1,NA,NA
2065,1,0,1,NA,NA
2066,0,1,1,NA,NA
2067,1,1,1,NA,NA
2068,1,1,1,NA,NA
2069,1,1,1,NA,NA
2070,1,1,1,NA,NA
2071,0,0,1,NA,NA
2072,0,0,0,NA,NA
2073,1,1,1,NA,NA
2074,1,0,0,NA,NA
2075,1,1,1,NA,NA
2076,1,1,0,NA,NA
2077,1,1,1,NA,NA
2078,1,0,0,NA,NA
2079,1,1,1,NA,NA
2080,0,0,0,NA,NA
2081,1,1,1,NA,NA
2082,1,1,1,NA,NA
2083,1,1,1,NA,NA
2084,1,1,1,NA,NA
2085,1,1,1,NA,NA
2086,0,1,1,NA,NA
2087,1,1,1,NA,NA
2088,1,1,1,NA,NA
2089,0,1,0,NA,NA
2090,0,0,1,NA,NA
2091,1,1,1,NA,NA
2092,0,0,1,NA,NA
2093,0,0,1,NA,NA
2094,1,1,1,NA,NA
2095,0,0,1,NA,NA
2096,1,1,1,NA,NA
2097,0,0,1,NA,NA
2098,0,1,1,NA,NA
2099,1,1,1,NA,NA
2100,1,1,1,NA,NA
2101,1,1,1,NA,NA
2102,1,1,1,NA,NA
2103,0,1,1,NA,NA
2104,1,1,1,NA,NA
2105,0,1,0,NA,NA
2106,1,0,1,NA,NA
2107,1,1,0,NA,NA
2108,0,1,1,NA,NA
2109,0,1,1,NA,NA
2110,1,1,1,NA,NA
2111,1,1,1,NA,NA
2112,0,1,0,NA,NA
